"","phn","pc1","pc2","pc3","pc4","pc5","pc6","pc7","pc8","pc9","pc10","pc11","pc12","pc13","pc14","pc15","pc16","pc17","pc18","pc19","pc20","pfna"
"1641","n",-2.717123,8.432564,-1.864394,-2.955352,-1.827943,-5.006104,1.137416,-2.522853,1.646688,-1.991536,1.120996,-1.971201,-4.481787,-4.386451,0.03724784,2.569552,0.9839809,2.320581,4.734067,3.730463,"N"
"1642","ix",3.171013,0.2386401,-3.518122,-6.103534,-0.9989815,-0.005675653,3.101566,1.839425,-3.18235,0.9860722,-3.056635,-7.795376,-4.339101,-2.132851,-1.907965,-0.1519046,0.03345264,1.411229,0.6522387,1.640153,"A"
"1643","ng",11.67098,1.574085,-4.213136,-3.359917,3.400763,-3.57588,3.055413,1.941873,-2.429858,2.506897,-2.697291,-1.509237,-2.422516,-4.17053,1.897796,0.904846,5.433851,-2.164629,0.6727017,0.8631413,"N"
"1644","q",10.41096,-8.21151,6.567187,-3.079813,2.809875,-3.045562,-1.274225,-2.482742,-1.440559,2.463562,2.618538,2.679318,2.407509,-2.332303,-1.64416,1.322969,-3.809964,-1.646916,2.087848,3.818625,"P"
"1645","ao",-12.63583,0.7845072,8.329872,1.435939,-3.593696,1.215709,1.324488,1.087272,0.7993074,2.172516,9.110333,1.069302,0.9807896,0.6934435,5.813974,2.62151,-1.98592,3.887858,4.109278,-2.506864,"A"
"1646","dx",-2.103125,-8.54537,-14.39565,-1.812199,-4.921094,-12.199,4.986901,-4.338585,-0.4520762,3.402383,3.177842,-7.462927,7.875658,4.564559,1.111851,-1.851143,-0.5103591,-3.787018,1.251053,-4.725168,"P"
"1647","ix",4.439934,-3.660198,-8.400094,5.179915,-3.325896,-8.569742,13.90565,-5.196539,4.346067,2.984335,4.971891,-5.249353,1.611506,6.096794,1.893623,1.247321,9.920427,-6.86491,-1.688229,-11.15662,"A"
"1648","y",0.6838967,14.65149,10.71358,10.15373,1.119232,0.3739402,10.9457,0.714216,2.734627,-0.1452286,1.735606,4.707436,-2.367539,-5.958152,-4.005102,-0.4683685,-4.491817,1.394682,-5.075068,-3.044356,"A"
"1649","ow",-11.21633,1.888792,-1.768681,-13.337,10.52371,-9.198926,-3.556272,-0.775421,-3.315052,-1.389426,-0.5212131,-1.010559,5.577149,3.7154,-3.469738,0.4914054,1.28505,-2.788728,-3.125868,-0.04207237,"A"
"1650","v",15.03982,8.525366,-0.5364003,4.636084,-11.36145,-0.8598932,6.200301,-0.42905,3.2109,4.349734,8.524997,-0.7053956,-5.950519,3.78076,-6.567974,-3.6144,2.320327,-3.024587,4.140669,-10.37483,"F"
"1651","ih",-10.2285,-4.197765,5.808738,-5.203742,6.214183,-4.96136,-4.872962,8.137885,-8.178976,-5.756023,-2.328372,1.316955,3.869905,4.677058,-3.534397,7.287758,2.262772,-2.212018,-4.162493,-5.767408,"A"
"1652","zh",8.770781,2.899598,-3.646706,2.355098,-5.419855,1.942175,-4.346608,3.511177,-4.635579,-0.1409629,1.813899,5.1755,-7.7584,0.480749,-3.546088,-10.38922,1.736665,-1.069681,-3.812005,-1.95569,"F"
"1653","uw",8.039765,-5.043758,-2.212099,-3.517989,-4.85209,-2.14658,-2.862445,0.6945451,2.828682,-4.20736,-5.383647,1.562501,1.492687,-6.175688,3.679659,-8.576652,-2.340412,-0.02691503,-0.8257876,2.820184,"A"
"1654","w",2.330216,-6.73116,0.2635429,7.740185,-1.98587,-5.085914,1.627727,-0.117685,7.486412,-0.2781367,-2.859462,8.782465,-5.017079,2.779744,4.942835,-0.2499508,-1.729312,2.279625,2.37402,3.045521,"A"
"1655","el",-16.94184,2.053712,8.753867,6.953558,-0.4382312,-1.708363,4.163154,0.6171619,0.7932814,-0.1890543,-1.934046,-0.3715165,1.054717,1.031701,-3.354837,-1.46175,-3.337762,0.5281333,4.151905,-2.147865,"A"
"1656","ax",-2.17259,-3.265153,-16.36187,-5.923082,6.127154,-0.2194992,-1.57085,-0.1292875,0.4537489,-6.093528,4.605018,3.69817,-3.253503,3.224976,-0.9717002,-2.908473,-1.676609,-0.06108764,-0.06346961,0.6628727,"A"
"1657","f",21.61761,-6.308036,-7.62199,4.693111,-0.2487025,1.63077,4.341652,-2.648655,-4.185339,1.225077,3.290051,-1.660348,1.627058,-4.296255,-1.807839,0.7651124,-2.060066,-1.786414,1.167231,2.89773,"F"
"1658","eh",-19.97379,-8.448519,4.387975,1.488042,-2.439869,2.453373,2.65326,0.1531584,-1.021199,-0.688684,0.2374093,0.4610531,0.8444465,3.719959,0.3151971,-0.1972536,1.180532,2.332827,-1.082734,-2.414616,"A"
"1659","kcl",3.496602,10.40478,-1.335114,1.223811,1.071768,0.8178547,3.659666,-2.860392,-0.4145386,0.01866068,-0.7077057,-1.83615,-2.512119,0.6556144,-1.072058,1.70312,0.03859273,-1.866747,0.03145094,0.273119,"P"
"1660","k",1.101727,4.967527,4.047421,-3.975833,0.8678657,3.004988,2.453225,-0.4148708,1.135779,-1.150705,0.06881332,-3.375231,0.3985057,0.4664256,-1.400528,0.8274202,-0.3439315,0.3138583,-0.3651537,0.7341596,"P"
"1661","s",0.003996076,5.455532,3.168571,-1.843184,0.8031078,1.73453,1.968882,-0.4373222,0.743516,-0.5422871,1.001508,-3.243884,0.3068199,0.5535421,-1.624953,2.03401,-0.301956,0.1717924,-0.4226256,1.296276,"F"
"1662","s",2.487579,3.691467,-5.718067,-9.483599,6.537986,1.32688,-0.5798285,5.09843,0.6310778,-0.1616413,1.167471,-1.463535,-3.557423,0.358944,0.04511921,0.9930158,2.841032,-0.9192487,1.643342,-0.2569431,"F"
"1663","tcl",9.287121,-4.198847,16.9276,0.4524767,-9.202653,-1.344004,0.8546013,-7.992092,4.170098,3.447851,1.065044,7.719958,8.352052,-1.743797,0.4540622,6.195097,-0.2315899,2.354647,5.076633,-2.201219,"P"
"1664","t",-21.44642,2.34872,11.46629,-0.1126263,-8.106832,2.861839,0.4835304,-1.272212,3.373452,4.498146,0.7761161,4.590867,-0.9101958,3.247667,-2.786251,1.291067,0.333548,3.715853,0.7610219,-0.8370219,"P"
"1665","ey",-30.71241,3.979078,-5.065231,-2.402801,-1.171446,-3.586189,-2.384546,2.309314,-0.0186796,3.631153,-1.469739,-1.552541,0.4629505,-4.40458,-2.111274,-2.553264,4.218162,5.729755,-2.791489,2.528812,"A"
"1666","kcl",17.31239,8.504483,11.95911,-0.2586467,-0.7347622,0.4354056,0.8459046,2.236248,-0.3279026,-2.104721,2.644814,1.054084,-3.863427,1.09003,2.127388,1.580474,-2.847752,-0.564823,-0.3752428,-2.539888,"P"
"1667","m",-15.90801,-3.786083,-1.236256,0.9879885,-1.471868,-0.7542257,4.52232,-0.120058,-4.306302,-0.3415771,-3.567803,-0.02352213,-2.148236,4.191474,-1.806828,-0.2915288,2.629448,-0.05495961,-2.56318,0.1690992,"N"
"1668","iy",-14.98352,1.236147,-6.62048,5.38461,-0.4324354,-4.35646,3.380319,-3.114601,-0.9806975,2.101703,-1.458677,1.573626,-3.500797,1.615439,-1.497787,1.759833,0.4953036,-0.09818867,-2.632379,1.652173,"A"
"1669","pau",0.3476827,6.377457,-1.476268,0.9932503,1.147514,1.711055,2.730029,-1.250251,2.98868,-2.084924,-0.5859868,-1.549582,-0.7239366,3.661153,-2.450529,-1.144026,1.076166,1.814048,-1.916244,1.03403,"X"
"1670","sh",1.853731,9.275104,3.840811,1.574627,1.070285,1.27797,2.975245,-1.369235,0.773369,-2.499002,1.823198,-2.439704,2.147224,-2.161324,-0.875665,-0.7965668,0.8251444,0.295687,0.7943487,1.531252,"F"
"1671","ix",11.40189,-4.942607,-2.183316,-1.034546,-1.591203,1.389991,-0.1416829,1.347357,-5.372187,-4.764539,1.645102,2.06754,1.902179,1.568698,1.404496,-0.2044385,0.5476137,1.695055,-1.960613,1.444372,"A"
"1672","s",15.99342,-3.69821,-1.27173,0.240305,-2.223,-2.263036,-2.845137,2.532102,-6.046095,-4.04002,1.855751,5.582231,2.054351,-1.289099,2.436224,0.7997728,-0.6171814,0.2830383,-0.2891321,-0.7131247,"F"
"1673","eh",-8.762277,-7.718679,7.865683,10.92321,-2.360706,-0.2227111,-3.635875,-0.5240747,-2.689452,-2.598613,-3.697849,5.454504,-0.02985398,1.231342,0.7373492,-2.974118,1.759788,-1.370721,3.29003,-0.1305481,"A"
"1674","dcl",-0.6482457,13.50312,-8.997824,5.632412,-0.4799816,-1.177438,1.176908,0.0782983,1.697291,1.123645,-5.210306,-2.284997,-1.37754,2.609247,3.322868,-1.682504,2.556807,0.4742662,-1.925278,0.3284597,"P"
"1675","pau",5.97787,6.735218,5.868183,-3.039088,1.294564,2.065191,3.202879,-0.258781,1.429948,-4.078637,0.8141318,-0.7556122,1.387453,1.341998,-1.42236,0.2741132,-0.2056681,-0.3144396,0.2918176,1.907415,"X"
"1676","en",13.30346,-7.448262,-7.282972,-4.538896,0.3243084,-2.049981,-2.322383,3.429175,-6.449529,-4.411179,0.09382859,4.889307,2.15211,-1.210499,0.7341452,-1.401381,2.801734,0.303926,-1.007293,-1.235709,"N"
"1677","l",0.7880783,0.3994978,16.70815,8.011896,-0.9442561,1.960867,-0.03798352,-0.3073994,-0.4841214,-3.897765,-1.070789,3.174413,3.018815,-2.516262,0.7820153,-0.3649941,0.9498208,-2.137484,3.901313,-1.324505,"A"
"1678","eh",-18.48045,-3.006757,-2.682205,-3.976134,5.076554,-2.596275,-7.441708,2.962382,5.662096,-0.4500454,-3.203006,4.194171,-5.078426,-2.423147,-2.563193,-2.418088,3.206183,-0.2062172,3.113321,-0.3991275,"A"
"1679","m",5.270806,4.204414,-9.462874,10.89056,0.9157691,2.793251,-6.632006,-2.024921,-4.92802,1.737507,-4.760741,1.681014,-6.387584,3.050377,-0.1923028,2.702148,4.069411,-3.033853,-0.7347265,-4.453482,"N"
"1680","iy",8.9444,-10.09293,2.411463,-4.425422,-3.490695,4.770567,-3.3496,0.1253236,4.935576,2.328232,1.281272,-2.324846,-3.218089,1.810798,-0.6564918,-0.7135363,0.9584985,-8.030966,-1.713308,1.643748,"A"
"1681","ae",-16.35118,13.71037,2.565005,-3.54826,0.7736108,1.346836,-6.707322,7.465924,-5.294619,4.857823,-1.312877,-0.06526497,-2.600094,3.468641,8.220847,-0.1754886,-2.461481,2.943366,2.552595,1.948121,"A"
"1682","tcl",15.81382,3.154109,-5.368508,9.991059,0.1350636,1.975902,-0.6782383,-0.4886814,-7.671293,6.347509,2.346547,-0.7051422,-3.396194,5.288673,-4.339296,4.252688,5.75813,-5.505434,0.9570843,-3.092236,"P"
"1683","dh",-1.026176,-4.759545,14.02422,-4.00477,5.204183,12.05756,-0.5453542,4.147312,6.088144,1.565889,1.855655,1.071457,0.3068358,-2.794038,1.823236,-1.710531,3.349549,-2.477948,2.043103,-0.1204084,"F"
"1684","ow",-9.174246,-7.56065,11.30861,1.571764,4.483438,11.34353,-0.9649279,5.370188,1.968692,1.273351,1.918842,0.3898777,-0.7437285,1.150449,-2.886035,0.9464169,-0.04087927,-0.9771495,0.4745507,2.932065,"A"
"1685","z",15.74167,-1.922726,-6.906497,6.631853,-9.006335,6.954537,-1.8604,-2.622356,-4.069039,-4.138712,-1.046949,0.3277171,10.0826,-0.3986693,-0.1402457,-3.397442,1.447332,-1.992234,-4.460655,-2.578983,"F"
"1686","dcl",16.42321,9.191848,6.054222,-1.978446,-9.858672,-0.854993,-3.833261,3.998349,-0.7983414,-1.242277,-1.557692,6.084107,3.517605,3.396881,3.183598,1.818609,7.108535,-1.755243,-5.191707,4.386723,"P"
"1687","d",2.709103,-4.028642,5.308339,-11.76833,-4.011474,-2.19523,0.9552594,3.490542,1.966417,-2.537894,-3.633596,3.537504,0.3981361,-8.017349,2.124495,-1.757312,-2.086869,-3.310252,1.779224,2.849375,"P"
"1688","ay",-3.551839,-13.71492,-1.013801,-7.216486,-3.742091,-3.360458,3.787215,4.204972,-3.491054,-0.1207558,-6.450034,-1.96959,-1.47217,-0.9780937,-3.500583,-3.275216,-2.517404,-1.621497,3.097605,0.6300062,"A"
"1689","s",3.347982,6.644018,-3.67059,4.468536,-0.5276075,1.234258,1.968004,-1.604816,0.5596482,0.3525219,-0.1890038,-0.2940226,-0.8962128,1.242172,-1.581062,0.2044102,-0.2295599,0.6193254,-0.7310086,0.599132,"F"
"1690","w",-15.71042,-4.694715,-9.746165,-3.197831,3.749355,2.701521,2.248772,-3.284329,0.1723134,1.675968,-0.5821675,0.7576989,3.800066,-2.098032,-1.149075,-2.751609,-0.1391596,1.800728,-2.683973,-0.9380733,"A"
"1691","iy",-7.920571,-4.635943,-15.9629,4.884916,0.2803073,1.915094,2.585769,-3.411512,-5.882622,2.007492,-1.325178,0.3175734,3.485959,0.04899556,-3.747912,-3.233016,4.989574,1.391629,-4.53491,-0.3857844,"A"
"1692","pcl",10.82517,6.941519,-6.67838,1.61377,-6.290099,-6.502794,-1.410139,-6.683467,-1.509451,2.842687,0.8554419,0.5806752,3.341683,-5.387976,-3.409405,-5.864423,2.708002,1.137589,1.271889,0.1894896,"P"
"1693","p",4.279245,-4.780519,0.5999232,-6.790021,-8.653963,-6.078588,3.377873,-0.2834446,2.012382,2.761657,2.546465,-5.661844,-0.6507666,-1.257367,0.070842,2.578781,-5.930615,4.935757,-0.1107089,-2.654363,"P"
"1694","l",-2.190457,-5.392751,2.910406,-0.254455,-4.919931,-10.19841,6.307566,1.303316,1.279138,-0.842519,3.341659,-6.668228,1.250952,0.5334226,2.360448,0.5058557,-4.819886,1.92224,-3.069874,-4.132956,"A"
"1695","ae",-10.37081,3.937382,4.53166,-0.1778123,6.05726,-8.79683,6.047885,1.954097,-2.449186,-2.956382,5.478872,1.915614,1.861051,-1.187141,3.642256,3.421761,-3.752035,-1.913781,-1.515315,-1.213973,"A"
"1696","n",-0.6017491,11.29379,6.079608,6.928913,3.795804,4.277529,0.8075734,-5.036874,-7.219235,0.398324,2.452589,3.389839,2.247727,1.553573,-2.593599,-5.135086,0.3301592,-1.437568,-1.258517,0.01123885,"N"
"1697","dcl",0.2041323,-1.842098,-3.23787,-6.578517,4.835197,7.685542,-1.764118,0.05587979,5.006522,-3.009431,1.154691,3.461163,0.6969683,-4.519438,-1.274453,-1.610858,4.571244,2.877198,0.765021,-0.8086786,"P"
"1698","d",1.806063,-5.887414,-5.127433,-1.761891,2.696352,10.74386,-0.4972398,0.7159883,-0.3221205,-2.502983,0.5599409,1.518975,0.8882258,-4.295678,-2.06774,-0.5187953,1.80193,1.406344,2.102304,0.6149604,"P"
"1699","ix",3.465417,-6.164702,-5.553693,1.266106,1.216894,10.41945,-0.647454,1.42907,-3.445346,-1.118537,0.2069744,0.795385,0.6759837,-2.964695,-3.153531,-0.05801482,0.8392112,-0.4838811,2.794445,0.1092329,"A"
"1700","bcl",13.55824,3.495853,-2.080316,1.252548,-0.1017412,0.02312097,-6.364356,1.136876,0.947179,9.01584,-6.88659,1.071206,-0.02304212,-2.82691,0.3855927,1.869324,9.399524,-1.458172,1.384161,-2.592215,"P"
"1701","b",-6.566262,-3.448883,7.603085,5.301467,-0.9580677,10.20104,-6.933683,-3.148804,-1.112633,-2.758055,-2.039638,-1.161507,1.128876,1.270835,-0.566906,-2.203283,0.05842862,0.07891732,0.7972978,-1.149853,"P"
"1702","ih",-8.51019,-1.666327,5.5704,6.038007,-1.632875,8.969207,-8.736029,-1.330326,-3.751023,-1.42703,-0.6239385,-1.287098,1.584735,0.5202495,1.372684,-2.239661,2.235157,-0.3956314,0.7786358,-1.402717,"A"
"1703","l",-0.3236997,-8.657695,-6.702518,2.200753,-6.604091,0.1164651,-4.174644,-1.622488,3.146609,-5.992117,-0.5032791,0.4192965,5.428689,-3.114518,2.829135,3.136546,0.2927885,-5.590387,-3.014674,3.820187,"A"
"1704","dcl",3.944761,7.139656,0.8458915,8.140478,-6.494127,-1.552043,-4.414402,4.630471,0.7640394,-4.574268,-8.447024,8.201656,-1.797318,4.985456,5.648334,2.030813,2.981985,2.245647,-1.702991,2.761285,"P"
"1705","d",-3.074311,-4.626371,3.697695,-3.198279,0.2066593,-3.040492,-4.121273,4.128204,-1.592291,-10.66534,-7.458154,3.801719,-1.50501,-1.031205,0.3866381,-4.3965,1.847932,-1.083339,3.521434,-1.884267,"P"
"1706","ah",-4.191257,-7.307438,0.4092396,-0.2643659,0.5051414,-3.027894,-2.88071,3.167179,-2.579012,-8.91891,-6.039837,2.015605,-2.190163,0.2542581,-1.209945,-1.096602,4.395153,-0.9132009,1.965295,-1.968663,"A"
"1707","n",3.761052,-0.05039025,-2.625101,4.828677,2.091459,0.4260699,-3.495653,1.076092,-2.085492,-2.602942,-4.561912,5.060469,-8.753849,-3.239046,-1.091548,-3.383349,3.506393,-6.043839,2.364056,-3.569446,"N"
"1708","ux",-7.657746,2.879553,6.077379,9.132414,-2.408734,5.390901,-4.9075,-5.113329,0.0006748557,-3.933143,-4.65687,-0.5366343,-1.255276,1.053656,2.072893,-3.417591,0.6102975,-4.093822,-0.2462658,1.707199,"A"
"1709","bcl",15.156,0.1463606,-5.954303,3.796324,-7.920501,-1.460749,-5.390177,1.64298,-10.52089,-3.73763,-7.793824,4.191688,4.136988,4.108129,5.253336,2.293217,5.075885,-1.172351,-3.350369,-1.471109,"P"
"1710","b",-7.942607,-5.784018,10.36669,4.12438,-7.647805,0.9839588,4.1271,4.719855,-2.722577,-8.292308,-2.897653,3.571947,0.6542269,-3.448015,-0.9195483,-5.078785,1.421554,-1.721649,2.244264,1.415068,"P"
"1711","eh",-13.53134,-1.374144,5.030411,5.004536,-7.115285,-3.603567,-0.1988482,8.60085,-8.492136,-4.911599,-2.511288,3.101258,-1.903518,0.08428195,-0.8495997,-3.235243,0.7759135,0.9473411,3.755407,0.4874135,"A"
"1712","v",5.435237,-4.856053,-2.369698,13.00242,0.4953388,0.7418284,7.679885,-1.38754,-3.094003,-1.670252,1.29922,2.235356,-8.454856,1.974208,-0.9664209,-1.949221,-1.693253,-0.08311715,1.992097,-0.6007934,"F"
"1713","r",-12.5251,-3.563292,-0.5051701,-5.457178,1.889053,-0.6234993,3.230497,-3.285343,1.266014,-1.039272,-1.533356,-0.09675669,0.3086406,0.6261531,-0.7000703,-0.6544477,2.563707,0.6031627,-2.292836,-0.1181143,"A"
"1714","ix",-12.6661,-3.651182,-5.401806,0.578,1.113473,1.059223,4.012686,-4.46306,0.8287655,-0.9145767,0.9768768,0.6271301,-0.08952688,0.07310718,-0.8484771,1.990853,1.133117,-0.4831952,-1.865985,-0.1419698,"A"
"1715","dcl",-4.235149,7.592471,-4.771611,5.568362,-1.069783,2.306451,1.200485,-1.166437,0.541661,1.30575,2.509889,0.9678039,-0.565214,0.8839248,-3.23541,2.458933,-2.108712,-1.539531,-0.3420789,-0.4148544,"P"
"1716","jh",-1.403161,9.403515,4.183735,-4.208232,1.946887,1.87512,1.939752,-0.06698681,1.510721,-2.969623,-0.3345608,-4.646322,1.3214,-0.873206,-0.8200737,0.1167575,0.8599241,0.8793821,-0.09658634,0.9605997,"P"
"1717","pcl",8.392682,0.9736319,-2.100508,-4.772216,0.03218715,-0.9874574,0.04900147,0.04958769,-0.08760717,-2.405371,1.332908,1.363463,1.190582,1.828199,-0.9184283,1.361938,0.3486146,-0.8968648,0.6325493,3.073931,"P"
"1718","p",7.543889,-0.484229,4.163211,-4.034775,-1.386193,-1.346011,1.844793,-0.2040242,0.6564716,4.839521,-1.227027,0.7389912,-1.235896,0.2394051,-1.872332,0.1049456,-2.311987,0.5409453,2.235765,1.005958,"P"
"1719","l",-3.718883,-7.542071,-1.391019,-4.001833,0.4925105,-2.804958,0.2311728,-0.140636,-4.219187,2.722642,-0.4335466,-1.711686,-1.333384,-1.475309,1.303235,-2.956613,-0.2087806,4.415357,0.285976,-1.666105,"A"
"1720","ae",-2.553612,-4.725157,2.527845,5.568439,-0.2210741,-1.439413,0.4620454,-1.215142,0.6854245,-1.974291,4.243107,1.261765,4.290698,-1.01989,0.346064,2.652626,1.248632,-1.341914,-0.2086688,-0.6777189,"A"
"1721","n",-4.530463,1.795361,-6.377545,0.6528912,0.276427,-0.009587531,2.69873,-0.7250547,-2.36998,-0.176869,-0.6727425,-2.074451,-2.571293,0.730409,-1.720053,-0.5773959,1.226782,0.3798894,-0.8824086,0.5962616,"N"
"1722","tcl",3.38985,5.296905,-4.994037,2.604072,0.780599,-1.193371,1.476644,-1.510363,0.8659331,0.335683,-0.5291145,-0.739451,-1.224794,-1.008935,-0.6702018,-1.378387,0.5541886,-0.05346185,-1.444355,0.01704663,"P"
"1723","t",-1.673273,3.482458,3.078019,-3.305289,0.7875185,0.8705482,0.7714075,-0.3965579,1.218944,-0.1062481,0.6690209,-2.000919,0.6068897,-0.2356869,-0.7909171,1.318687,-0.6217151,0.06671165,0.1015572,0.5267738,"P"
"1724","hh",8.96965,2.048293,4.139377,-5.519405,-4.44993,-2.650974,-1.609673,-0.8245476,-1.255218,2.121407,0.3996997,1.652046,-0.4192027,0.06376025,-4.417619,5.455173,1.958827,2.92966,2.429694,-2.704951,"X"
"1725","uw",-11.70747,0.5983146,1.783975,6.113921,-3.095701,-6.660683,-1.451274,1.210032,-3.680603,-0.5848879,2.772883,-3.024535,-1.563153,0.03838322,-3.367986,1.671152,5.149174,0.1704673,0.8319857,3.486396,"A"
"1726","tcl",11.17905,3.021084,-6.7409,-3.683132,1.186105,-4.796234,-2.037635,-4.009914,-2.590309,0.6929006,-1.560685,-0.4850064,1.197072,-5.440008,-0.06517565,-0.6979242,-2.795681,3.176271,-1.514432,2.399051,"P"
"1727","t",3.960602,1.769795,10.91989,0.8727212,-6.814178,-0.7881021,3.763064,-3.259772,1.916517,-1.69869,3.981114,-0.8407682,1.870061,-0.9590599,-1.200539,5.531756,2.558739,0.3936539,6.089539,-2.995027,"P"
"1728","uh",-14.90067,1.852811,-5.434393,-6.786011,3.971442,-6.194178,-0.9387294,2.979165,-4.455877,-1.94398,-0.8290037,-8.620669,2.540295,-4.688231,-0.1341641,-0.0575189,-0.3077188,0.7842961,-1.332947,0.2344142,"A"
"1729","kcl",9.602792,-2.037293,-5.893211,6.561196,0.4380776,-5.843656,8.13023,-7.812762,5.549825,-3.077243,4.546054,-0.8372327,-4.409631,1.480592,-0.02964,0.988532,-0.7314608,-3.825692,0.5405357,-0.02447624,"P"
"1730","k",11.07067,6.657955,4.817202,8.667421,-1.781935,1.791776,8.759636,-1.790656,-0.3925068,-3.687493,3.454833,0.5422862,1.651215,-6.609213,2.92482,-0.7355611,-2.478534,-0.7379433,3.404332,-3.901577,"P"
"1731","dh",-4.540088,9.55648,8.320735,-9.697207,3.532558,-2.354779,-1.302969,1.207423,5.533374,2.736108,-2.671013,-0.6260887,2.435923,-0.1368308,-2.089082,1.668463,-2.970142,0.6913123,-2.496469,1.033654,"F"
"1732","ix",-5.05333,-3.869729,-8.955815,-2.358813,-0.33891,-0.7725787,5.907373,-5.147676,-5.604604,-1.726126,4.577262,-2.284831,-2.825779,5.987118,-1.093531,1.521082,-1.075624,-1.941238,-0.8366318,0.9178471,"A"
"1733","kcl",7.305136,3.717736,-8.33973,3.42264,-4.461653,-5.994319,3.995559,-3.266831,0.2111392,2.77742,6.580308,0.8869566,0.6768658,-2.314479,-0.4864182,-1.886537,-1.988583,-1.361346,0.01134079,-1.02938,"P"
"1734","k",3.891882,0.8130491,5.128231,-6.427099,-0.7622167,-3.448982,5.443265,2.910094,1.482486,3.751916,2.986344,-0.3346038,3.149414,1.908128,0.7732932,3.163454,-4.987667,-0.2818522,-2.664861,2.209979,"P"
"1735","ay",-5.227176,-2.943955,1.932893,-0.7802462,4.804801,-6.040627,7.221946,0.03295497,-1.588631,2.239978,6.388384,0.8628346,2.093084,2.716296,1.243308,-0.7408961,0.2874166,0.8306886,-2.107239,1.580311,"A"
"1736","ae",-3.512218,3.903392,4.726187,4.053958,2.603856,5.320224,-1.260804,-3.190841,0.2134476,4.796417,3.680585,0.4068025,3.544039,2.029422,-2.275165,-4.647299,1.571064,3.379132,0.9426102,0.003778196,"A"
"1737","kcl",7.451954,4.753455,-6.330171,-0.7752426,3.303779,2.490429,1.244173,4.040651,3.904695,1.697624,-1.446533,-0.8888444,2.197046,-0.9017995,-0.4361242,1.477735,4.833647,-0.228282,1.300909,1.115725,"P"
"1738","k",8.252618,3.524521,7.650087,-3.482978,2.790974,3.636689,-3.721646,-4.265428,0.7919529,4.449105,-3.311379,-0.239384,-0.3125894,-0.5419357,-1.648769,3.39348,1.231614,-0.5112705,2.272524,-2.333274,"P"
"1739","dcl",3.798019,1.973034,7.420572,-3.923642,2.136885,4.591223,-4.494853,-5.815701,1.819119,3.392246,-2.459458,-0.3615532,-0.1905217,-1.233203,0.5449237,2.105133,1.394295,0.2608337,0.9350567,-3.541595,"P"
"1740","d",-5.280979,-1.771097,4.22061,-2.266198,-0.9419441,6.407675,-4.928747,-4.388403,0.5358324,0.2553812,1.216697,-2.230148,-1.28812,0.1014007,1.012889,0.3985774,-0.3169031,1.403476,-2.824722,-1.22826,"P"
"1741","aw",-6.772335,-1.829996,2.610123,-1.040923,-1.450562,5.748796,-5.253229,-2.986029,0.2846124,0.0929705,2.474043,-2.774437,-1.370325,0.1993668,0.8544276,0.2592133,-0.07687833,0.9723985,-3.104715,-0.3279957,"A"
"1742","n",2.394109,1.80151,5.418898,5.335593,-1.039376,5.580799,-0.6798781,-8.198464,3.654112,-2.227727,-2.64521,1.488001,0.02547678,3.893027,3.684609,0.6678862,1.125976,-0.4226364,-1.112093,-0.5737434,"N"
"1743","dh",-0.9318924,-4.495411,-6.281959,-2.064091,-0.8122655,-0.2410381,-2.639973,0.9425203,2.135239,-4.62902,-5.352285,-3.306476,4.785705,-3.010516,-1.733496,1.358023,-1.22663,-1.718123,-0.8926045,0.2357861,"F"
"1744","ax",0.3300163,-5.471152,-6.474453,0.08100036,-1.487313,-0.007216612,-1.718831,-0.200763,-0.1326924,-4.383097,-6.434394,-3.797166,5.286471,-2.463282,-1.077592,1.558676,-0.2940225,-2.597409,-0.6002982,-0.3391627,"A"
"1745","bcl",8.774642,5.031325,-1.088692,2.863801,-2.507421,0.415777,-2.614741,-2.165394,-2.759649,-1.078749,-6.848183,3.603465,-4.987999,1.225233,3.272412,4.006736,2.598036,-1.707848,-3.717331,-0.6775348,"P"
